dataset,model,n_features,fold_best_params,fold_thresholds,median_threshold,tp_mean,tp_std,fp_mean,fp_std,tn_mean,tn_std,fn_mean,fn_std,auc_mean,auc_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,recall_mean,recall_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,mcc_mean,mcc_std,threshold_mean,threshold_std
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,RBF SVM,1003,"[{'clf__C': 0.1, 'clf__gamma': 1}, {'clf__C': 1, 'clf__gamma': 0.1}, {'clf__C': 0.1, 'clf__gamma': 0.1}, {'clf__C': 1, 'clf__gamma': 1}, {'clf__C': 1, 'clf__gamma': 1}]","[0.5358847021447387, 0.5785240823426657, 0.7731359950149256, 0.7239695619097024, 0.6458426474966136]",0.645842647,66.8,4.214261501,18,4.898979486,44,4.898979486,31.2,4.214261501,0.727271231,0.037835399,0.6925,0.025739075,0.695655036,0.031666596,0.681632653,0.043002668,0.681632653,0.043002668,0.709677419,0.079015798,0.730520656,0.023674021,0.383792759,0.060548106,0.651471398,0.088058544
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,Extra Trees,1003,"[{'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}, {'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}]","[0.5583634790963516, 0.5347401806554746, 0.37257017870741493, 0.5817307692307706, 0.5383133067022438]",0.538313307,67.8,2.481934729,18.8,3.370459909,43.2,3.370459909,30.2,2.481934729,0.753637261,0.042651961,0.69375,0.023385359,0.694305464,0.027465095,0.691836735,0.025325865,0.691836735,0.025325865,0.696774194,0.054362257,0.73455502,0.019278409,0.380491887,0.053113123,0.517143583,0.074202225
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,Random Forest,1003,"[{'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}, {'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}]","[0.5330613960326477, 0.5182406327264797, 0.6232706451423037, 0.5106164818518844, 0.4929494886642036]",0.518240633,70.6,3.382306905,20.6,3.498571137,41.4,3.498571137,27.4,3.382306905,0.760072416,0.042277086,0.7,0.03377314,0.694075049,0.036345034,0.720408163,0.034513336,0.720408163,0.034513336,0.667741935,0.056428567,0.746205467,0.029088223,0.382498086,0.07100177,0.535627729,0.045688451
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,Decision Tree,1003,"[{'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10}, {'clf__max_depth': 5, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2}, {'clf__max_depth': 3, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2}, {'clf__max_depth': None, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20}]","[0.6216477410002421, 0.5447437011294531, 0.6867386807630433, 0.526745240253853, 0.5832449628844119]",0.583244963,63.6,13.76372043,16.8,6.462197769,45.2,6.462197769,34.4,13.76372043,0.738248848,0.050532838,0.68,0.057336725,0.689005925,0.039964567,0.648979592,0.140446127,0.648979592,0.140446127,0.729032258,0.104228996,0.703364214,0.092604738,0.3790695,0.072530297,0.592624065,0.057306982
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,Gradient Boosting,1003,"[{'clf__learning_rate': 0.01, 'clf__max_depth': 2, 'clf__n_estimators': 200}, {'clf__learning_rate': 0.01, 'clf__max_depth': 2, 'clf__n_estimators': 200}, {'clf__learning_rate': 0.05, 'clf__max_depth': 2, 'clf__n_estimators': 100}, {'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 200}, {'clf__learning_rate': 0.2, 'clf__max_depth': 2, 'clf__n_estimators': 200}]","[0.6197441983530212, 0.5863105574580771, 0.7358804906097736, 0.7142499334904358, 0.7051127602841513]",0.70511276,64.4,7.552483035,17.6,4.363484846,44.4,4.363484846,33.6,7.552483035,0.757784727,0.043488634,0.68,0.035222507,0.686635945,0.029992054,0.657142857,0.077066153,0.657142857,0.077066153,0.716129032,0.070378788,0.713116414,0.047391342,0.366926285,0.056627851,0.672259588,0.058369926
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,AdaBoost,1003,"[{'clf__learning_rate': 0.01, 'clf__n_estimators': 50}, {'clf__learning_rate': 0.01, 'clf__n_estimators': 50}, {'clf__learning_rate': 0.01, 'clf__n_estimators': 50}, {'clf__learning_rate': 0.01, 'clf__n_estimators': 50}, {'clf__learning_rate': 0.01, 'clf__n_estimators': 50}]","[0.8807970779778823, 0.8807970779778823, 0.8807970779778823, 0.8807970779778823, 0.7796796716082888]",0.880797078,68.6,3.136877428,20.4,3.498571137,41.6,3.498571137,29.4,3.136877428,0.68184661,0.030181675,0.68875,0.030973779,0.685483871,0.033973959,0.7,0.032008953,0.7,0.032008953,0.670967742,0.056428567,0.7335943,0.026703067,0.364156227,0.065873354,0.860573597,0.040446963
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,SGD Logistic,1003,"[{'clf__alpha': 0.01}, {'clf__alpha': 0.0001}, {'clf__alpha': 0.01}, {'clf__alpha': 0.001}, {'clf__alpha': 0.001}]","[0.7487885053819409, 1.0, 0.7780975704653156, 0.9523491954645771, 0.20824618251706498]",0.77809757,56.6,22.0599184,15.4,14.13647764,46.6,14.13647764,41.4,22.0599184,0.744552337,0.059703712,0.645,0.08627717,0.664581962,0.072523411,0.57755102,0.225101208,0.57755102,0.225101208,0.751612903,0.228007704,0.64029222,0.149244799,0.349234711,0.126824398,0.737496291,0.281762887
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,BernoulliNB,1003,"[{'clf__alpha': 0.01, 'clf__binarize': None}, {'clf__alpha': 0.01, 'clf__binarize': None}, {'clf__alpha': 0.01, 'clf__binarize': None}, {'clf__alpha': 0.01, 'clf__binarize': None}, {'clf__alpha': 0.01, 'clf__binarize': None}]","[1.0, 1.0, 1.0, 1.0, 1.0]",1,69.4,2.576819745,26.2,4.445222154,35.8,4.445222154,28.6,2.576819745,0.648008558,0.035322088,0.6575,0.030973779,0.64279131,0.037178712,0.708163265,0.026294079,0.708163265,0.026294079,0.577419355,0.071697132,0.717068161,0.022587024,0.283750503,0.071911741,1,0
mycobacterium_isoniazid_phenotypeseeker_train,HistGB,1000,"[{'clf__l2_regularization': 1.0, 'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}, {'clf__l2_regularization': 1.0, 'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 50}, {'clf__l2_regularization': 0.0, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 50}, {'clf__l2_regularization': 1.0, 'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}, {'clf__l2_regularization': 0.0, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}]","[0.6004568405211571, 0.6299615005882475, 0.6448170519130901, 0.6386988148285232, 0.7030691487795927]",0.638698815,67.6,2.653299832,16.8,2.925747768,45.2,2.925747768,30.4,2.653299832,0.762491771,0.050277255,0.705,0.02833946,0.709414088,0.030725403,0.689795918,0.027074488,0.689795918,0.027074488,0.729032258,0.04718948,0.741186343,0.024653151,0.409009931,0.059796807,0.643400671,0.033493954
mycobacterium_isoniazid_phenotypeseeker_train,Balanced Random Forest,1000,"[{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}, {'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}]","[0.4829963203463199, 0.5236735313966374, 0.6188156013591126, 0.503216994116994, 0.5518196248196249]",0.523673531,71,3.847076812,19.2,2.227105745,42.8,2.227105745,27,3.847076812,0.757669519,0.043625752,0.71125,0.035,0.707406188,0.034425637,0.724489796,0.039255886,0.724489796,0.039255886,0.690322581,0.03592106,0.754183381,0.031808923,0.407959932,0.069100753,0.536104414,0.047211624
